|dates|Nye_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Nye_Nevada_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Nye_Nevada_UnitedStates.Male_Total_Population.data|Nye_Nevada_UnitedStates.Male_Total_Population.missing|Nye_Nevada_UnitedStates.Female_Total_Population.data|Nye_Nevada_UnitedStates.Female_Total_Population.missing|Nye_Nevada_UnitedStates.MaleAndFemale_Under18_Population.data|Nye_Nevada_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|13634.0|0|23201.0|0|22145.0|0|7618.0|0
