|dates|Hardin_Kentucky_UnitedStates.BLS_EmployedPopulation.data|Hardin_Kentucky_UnitedStates.BLS_EmployedPopulation.missing|Hardin_Kentucky_UnitedStates.BLS_UnemployedPopulation.data|Hardin_Kentucky_UnitedStates.BLS_UnemployedPopulation.missing|Hardin_Kentucky_UnitedStates.BLS_UnemploymentRate.data|Hardin_Kentucky_UnitedStates.BLS_UnemploymentRate.missing|Hardin_Kentucky_UnitedStates.BLS_LaborForcePopulation.data|Hardin_Kentucky_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-02|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-03|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-04|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-05|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-06|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-07|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-08|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-09|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-10|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-11|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-12|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-13|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-14|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-15|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-16|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-17|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-18|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-19|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-20|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-21|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-22|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-23|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-24|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-25|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-26|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-27|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-28|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-29|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-30|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-01-31|46780.5|0|2186.5|0|4.465252108562909|0|48967.0|0
0|2020-02-01|47042.0|0|2056.5|0|4.1885189975253825|0|49098.5|0
0|2020-02-02|47042.0|0|2056.5|0|4.1885189975253825|0|49098.5|0
0|2020-02-03|47042.0|0|2056.5|0|4.1885189975253825|0|49098.5|0
0|2020-02-04|47042.0|0|2056.5|0|4.1885189975253825|0|49098.5|0
