|dates|TomGreen_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|TomGreen_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|TomGreen_Texas_UnitedStates.Male_Total_Population.data|TomGreen_Texas_UnitedStates.Male_Total_Population.missing|TomGreen_Texas_UnitedStates.Female_Total_Population.data|TomGreen_Texas_UnitedStates.Female_Total_Population.missing|TomGreen_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|TomGreen_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|18267.0|0|58764.0|0|59425.0|0|28236.0|0
