|dates|Miami_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Miami_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Miami_Ohio_UnitedStates.Male_Total_Population.data|Miami_Ohio_UnitedStates.Male_Total_Population.missing|Miami_Ohio_UnitedStates.Female_Total_Population.data|Miami_Ohio_UnitedStates.Female_Total_Population.missing|Miami_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Miami_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|19773.0|0|52324.0|0|53898.0|0|24389.0|0
