|dates|Smith_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Smith_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Smith_Texas_UnitedStates.Male_Total_Population.data|Smith_Texas_UnitedStates.Male_Total_Population.missing|Smith_Texas_UnitedStates.Female_Total_Population.data|Smith_Texas_UnitedStates.Female_Total_Population.missing|Smith_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Smith_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|38010.0|0|111207.0|0|119014.0|0|56582.0|0
