|dates|Klamath_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Klamath_Oregon_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Klamath_Oregon_UnitedStates.Male_Total_Population.data|Klamath_Oregon_UnitedStates.Male_Total_Population.missing|Klamath_Oregon_UnitedStates.Female_Total_Population.data|Klamath_Oregon_UnitedStates.Female_Total_Population.missing|Klamath_Oregon_UnitedStates.MaleAndFemale_Under18_Population.data|Klamath_Oregon_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14340.0|0|33817.0|0|33836.0|0|14706.0|0
