|dates|Madison_Indiana_UnitedStates.BLS_EmployedPopulation.data|Madison_Indiana_UnitedStates.BLS_EmployedPopulation.missing|Madison_Indiana_UnitedStates.BLS_UnemployedPopulation.data|Madison_Indiana_UnitedStates.BLS_UnemployedPopulation.missing|Madison_Indiana_UnitedStates.BLS_UnemploymentRate.data|Madison_Indiana_UnitedStates.BLS_UnemploymentRate.missing|Madison_Indiana_UnitedStates.BLS_LaborForcePopulation.data|Madison_Indiana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-02|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-03|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-04|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-05|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-06|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-07|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-08|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-09|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-10|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-11|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-12|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-13|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-14|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-15|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-16|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-17|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-18|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-19|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-20|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-21|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-22|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-23|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-24|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-25|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-26|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-27|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-28|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-29|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-30|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-01-31|56831.0|0|2545.0|0|4.286243600107787|0|59376.0|0
0|2020-02-01|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-02|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-03|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-04|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-05|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-06|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-07|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-08|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-09|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-10|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-11|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-12|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-13|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-14|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-15|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-16|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-17|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-18|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-19|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-20|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-21|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-22|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-23|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-24|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-25|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-26|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-27|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-28|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-02-29|56906.5|0|2426.5|0|4.089629717020882|0|59333.0|0
0|2020-03-01|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-02|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-03|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-04|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-05|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-06|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-07|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-08|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-09|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-10|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-11|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-12|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-13|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-14|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-15|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-16|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
0|2020-03-17|55442.5|0|2423.5|0|4.188124287146166|0|57866.0|0
