|dates|Sangamon_Illinois_UnitedStates.BLS_EmployedPopulation.data|Sangamon_Illinois_UnitedStates.BLS_EmployedPopulation.missing|Sangamon_Illinois_UnitedStates.BLS_UnemployedPopulation.data|Sangamon_Illinois_UnitedStates.BLS_UnemployedPopulation.missing|Sangamon_Illinois_UnitedStates.BLS_UnemploymentRate.data|Sangamon_Illinois_UnitedStates.BLS_UnemploymentRate.missing|Sangamon_Illinois_UnitedStates.BLS_LaborForcePopulation.data|Sangamon_Illinois_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-02|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-03|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-04|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-05|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-06|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-07|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-08|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-09|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-10|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-11|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-12|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-13|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-14|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-15|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-16|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-17|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-18|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-19|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-20|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-21|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-22|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-23|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-24|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-25|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-26|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-27|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-28|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-29|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-30|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-01-31|95380.5|0|3716.0|0|3.749880167311661|0|99096.5|0
0|2020-02-01|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-02|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-03|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-04|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-05|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-06|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-07|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-08|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-09|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-10|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-11|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-12|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-13|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
0|2020-02-14|95240.5|0|3224.5|0|3.2747676839486113|0|98465.0|0
