|dates|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_EmployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.data|JudithBasin_Montana_UnitedStates.BLS_UnemployedPopulation.missing|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.data|JudithBasin_Montana_UnitedStates.BLS_UnemploymentRate.missing|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.data|JudithBasin_Montana_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-02|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-03|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-04|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-05|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-06|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-07|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-08|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-09|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-10|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-11|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-12|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-13|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-14|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-15|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-16|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-17|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-18|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-19|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-20|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-21|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-22|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-23|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-24|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-25|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-26|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-27|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-28|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-29|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-30|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-01-31|971.5|0|48.0|0|4.708190289357528|0|1019.5|0
0|2020-02-01|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-02|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-03|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-04|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-05|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-06|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-07|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-08|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-09|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-10|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-11|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-12|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-13|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-14|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-15|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-16|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-17|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-18|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-19|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-20|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-21|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-22|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-23|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-24|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-25|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-26|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-27|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-28|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-02-29|978.0|0|42.0|0|4.117647058823529|0|1020.0|0
0|2020-03-01|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-02|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-03|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-04|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-05|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-06|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-07|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-08|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-09|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-10|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-11|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-12|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-13|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-14|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-15|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-16|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-17|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-18|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-19|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-20|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-21|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-22|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-23|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-24|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-25|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-26|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-27|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-28|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
0|2020-03-29|1002.5|0|45.5|0|4.341603053435114|0|1048.0|0
