|dates|Gillespie_Texas_UnitedStates.BLS_EmployedPopulation.data|Gillespie_Texas_UnitedStates.BLS_EmployedPopulation.missing|Gillespie_Texas_UnitedStates.BLS_UnemployedPopulation.data|Gillespie_Texas_UnitedStates.BLS_UnemployedPopulation.missing|Gillespie_Texas_UnitedStates.BLS_UnemploymentRate.data|Gillespie_Texas_UnitedStates.BLS_UnemploymentRate.missing|Gillespie_Texas_UnitedStates.BLS_LaborForcePopulation.data|Gillespie_Texas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-02|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-03|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-04|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-05|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-06|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-07|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-08|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-09|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-10|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-11|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-12|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-13|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-14|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-15|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-16|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-17|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-18|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-19|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-20|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-21|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-22|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-23|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-24|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-25|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-26|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-27|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
0|2020-01-28|13175.5|0|349.0|0|2.5805020518318607|0|13524.5|0
