|dates|Howard_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Howard_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Howard_Indiana_UnitedStates.Male_Total_Population.data|Howard_Indiana_UnitedStates.Male_Total_Population.missing|Howard_Indiana_UnitedStates.Female_Total_Population.data|Howard_Indiana_UnitedStates.Female_Total_Population.missing|Howard_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Howard_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|16056.0|0|39983.0|0|42383.0|0|18680.0|0
