|dates|Jefferson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jefferson_Indiana_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jefferson_Indiana_UnitedStates.Male_Total_Population.data|Jefferson_Indiana_UnitedStates.Male_Total_Population.missing|Jefferson_Indiana_UnitedStates.Female_Total_Population.data|Jefferson_Indiana_UnitedStates.Female_Total_Population.missing|Jefferson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.data|Jefferson_Indiana_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5796.0|0|15497.0|0|16711.0|0|6564.0|0
