|dates|Brooks_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Brooks_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Brooks_Georgia_UnitedStates.Male_Total_Population.data|Brooks_Georgia_UnitedStates.Male_Total_Population.missing|Brooks_Georgia_UnitedStates.Female_Total_Population.data|Brooks_Georgia_UnitedStates.Female_Total_Population.missing|Brooks_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Brooks_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3076.0|0|7569.0|0|7944.0|0|3380.0|0
