|dates|Hanson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hanson_SouthDakota_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hanson_SouthDakota_UnitedStates.Male_Total_Population.data|Hanson_SouthDakota_UnitedStates.Male_Total_Population.missing|Hanson_SouthDakota_UnitedStates.Female_Total_Population.data|Hanson_SouthDakota_UnitedStates.Female_Total_Population.missing|Hanson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.data|Hanson_SouthDakota_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|521.0|0|1690.0|0|1686.0|0|1032.0|0
