|dates|SanMiguel_NewMexico_UnitedStates.AveragePrecipitationTotal.data|SanMiguel_NewMexico_UnitedStates.AveragePrecipitationTotal.missing|SanMiguel_NewMexico_UnitedStates.AveragePrecipitation.data|SanMiguel_NewMexico_UnitedStates.AveragePrecipitation.missing|SanMiguel_NewMexico_UnitedStates.AverageWindDirection.data|SanMiguel_NewMexico_UnitedStates.AverageWindDirection.missing|SanMiguel_NewMexico_UnitedStates.AverageWindSpeed.data|SanMiguel_NewMexico_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|176.41666666666666|0|7.833333333333333|0
