|dates|Idaho_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Idaho_Idaho_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Idaho_Idaho_UnitedStates.Male_Total_Population.data|Idaho_Idaho_UnitedStates.Male_Total_Population.missing|Idaho_Idaho_UnitedStates.Female_Total_Population.data|Idaho_Idaho_UnitedStates.Female_Total_Population.missing|Idaho_Idaho_UnitedStates.MaleAndFemale_Under18_Population.data|Idaho_Idaho_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4606.0|0|8664.0|0|7849.0|0|3259.0|0
