|dates|Athens_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Athens_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Athens_Ohio_UnitedStates.Male_Total_Population.data|Athens_Ohio_UnitedStates.Male_Total_Population.missing|Athens_Ohio_UnitedStates.Female_Total_Population.data|Athens_Ohio_UnitedStates.Female_Total_Population.missing|Athens_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Athens_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8671.0|0|32768.0|0|33050.0|0|9568.0|0
