|dates|OutofID_Idaho_UnitedStates.AveragePrecipitationTotal.data|OutofID_Idaho_UnitedStates.AveragePrecipitationTotal.missing|OutofID_Idaho_UnitedStates.AveragePrecipitation.data|OutofID_Idaho_UnitedStates.AveragePrecipitation.missing|OutofID_Idaho_UnitedStates.AverageWindDirection.data|OutofID_Idaho_UnitedStates.AverageWindDirection.missing|OutofID_Idaho_UnitedStates.AverageWindSpeed.data|OutofID_Idaho_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|100|0.0|100|194.0|0|13.0|0
