|dates|Deuel_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Deuel_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Deuel_Nebraska_UnitedStates.Male_Total_Population.data|Deuel_Nebraska_UnitedStates.Male_Total_Population.missing|Deuel_Nebraska_UnitedStates.Female_Total_Population.data|Deuel_Nebraska_UnitedStates.Female_Total_Population.missing|Deuel_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Deuel_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|429.0|0|905.0|0|920.0|0|396.0|0
