|dates|Cochran_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cochran_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cochran_Texas_UnitedStates.Male_Total_Population.data|Cochran_Texas_UnitedStates.Male_Total_Population.missing|Cochran_Texas_UnitedStates.Female_Total_Population.data|Cochran_Texas_UnitedStates.Female_Total_Population.missing|Cochran_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cochran_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|463.0|0|1423.0|0|1413.0|0|786.0|0
