|dates|Fulton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Fulton_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Fulton_Illinois_UnitedStates.Male_Total_Population.data|Fulton_Illinois_UnitedStates.Male_Total_Population.missing|Fulton_Illinois_UnitedStates.Female_Total_Population.data|Fulton_Illinois_UnitedStates.Female_Total_Population.missing|Fulton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Fulton_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7187.0|0|18133.0|0|16711.0|0|6892.0|0
