|dates|Jackson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Jackson_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Jackson_Tennessee_UnitedStates.Male_Total_Population.data|Jackson_Tennessee_UnitedStates.Male_Total_Population.missing|Jackson_Tennessee_UnitedStates.Female_Total_Population.data|Jackson_Tennessee_UnitedStates.Female_Total_Population.missing|Jackson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Jackson_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2641.0|0|5848.0|0|5910.0|0|2115.0|0
