|dates|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedCases.missing|Cook_Minnesota_UnitedStates.NYT_ConfirmedCases.data|Cook_Minnesota_UnitedStates.NYT_ConfirmedCases.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedDeaths.missing|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.data|Cook_Minnesota_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|196.0|0|0.0|100|0.0|0|0.0|100
