|dates|Ashley_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ashley_Arkansas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ashley_Arkansas_UnitedStates.Male_Total_Population.data|Ashley_Arkansas_UnitedStates.Male_Total_Population.missing|Ashley_Arkansas_UnitedStates.Female_Total_Population.data|Ashley_Arkansas_UnitedStates.Female_Total_Population.missing|Ashley_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.data|Ashley_Arkansas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4081.0|0|9771.0|0|10275.0|0|4582.0|0
