|dates|Ware_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Ware_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Ware_Georgia_UnitedStates.Male_Total_Population.data|Ware_Georgia_UnitedStates.Male_Total_Population.missing|Ware_Georgia_UnitedStates.Female_Total_Population.data|Ware_Georgia_UnitedStates.Female_Total_Population.missing|Ware_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Ware_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6167.0|0|17853.0|0|17827.0|0|8564.0|0
