|dates|McCulloch_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|McCulloch_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|McCulloch_Texas_UnitedStates.Male_Total_Population.data|McCulloch_Texas_UnitedStates.Male_Total_Population.missing|McCulloch_Texas_UnitedStates.Female_Total_Population.data|McCulloch_Texas_UnitedStates.Female_Total_Population.missing|McCulloch_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|McCulloch_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1778.0|0|4012.0|0|3975.0|0|1771.0|0
