|dates|Lowndes_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Lowndes_Georgia_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Lowndes_Georgia_UnitedStates.Male_Total_Population.data|Lowndes_Georgia_UnitedStates.Male_Total_Population.missing|Lowndes_Georgia_UnitedStates.Female_Total_Population.data|Lowndes_Georgia_UnitedStates.Female_Total_Population.missing|Lowndes_Georgia_UnitedStates.MaleAndFemale_Under18_Population.data|Lowndes_Georgia_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|14366.0|0|56320.0|0|60001.0|0|27869.0|0
