|dates|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Beaufort_SouthCarolina_UnitedStates.Male_Total_Population.data|Beaufort_SouthCarolina_UnitedStates.Male_Total_Population.missing|Beaufort_SouthCarolina_UnitedStates.Female_Total_Population.data|Beaufort_SouthCarolina_UnitedStates.Female_Total_Population.missing|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Beaufort_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51442.0|0|92476.0|0|96239.0|0|35023.0|0
