|dates|Freestone_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Freestone_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Freestone_Texas_UnitedStates.Male_Total_Population.data|Freestone_Texas_UnitedStates.Male_Total_Population.missing|Freestone_Texas_UnitedStates.Female_Total_Population.data|Freestone_Texas_UnitedStates.Female_Total_Population.missing|Freestone_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Freestone_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3938.0|0|10281.0|0|9527.0|0|4523.0|0
