|dates|Richmond_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Richmond_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Richmond_NorthCarolina_UnitedStates.Male_Total_Population.data|Richmond_NorthCarolina_UnitedStates.Male_Total_Population.missing|Richmond_NorthCarolina_UnitedStates.Female_Total_Population.data|Richmond_NorthCarolina_UnitedStates.Female_Total_Population.missing|Richmond_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Richmond_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8056.0|0|21990.0|0|22897.0|0|10265.0|0
