|dates|Harris_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Harris_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Harris_Texas_UnitedStates.Male_Total_Population.data|Harris_Texas_UnitedStates.Male_Total_Population.missing|Harris_Texas_UnitedStates.Female_Total_Population.data|Harris_Texas_UnitedStates.Female_Total_Population.missing|Harris_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Harris_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|494264.0|0|2333866.0|0|2364753.0|0|1251684.0|0
