|dates|Gage_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Gage_Nebraska_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Gage_Nebraska_UnitedStates.Male_Total_Population.data|Gage_Nebraska_UnitedStates.Male_Total_Population.missing|Gage_Nebraska_UnitedStates.Female_Total_Population.data|Gage_Nebraska_UnitedStates.Female_Total_Population.missing|Gage_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.data|Gage_Nebraska_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4473.0|0|10735.0|0|10758.0|0|4839.0|0
