|dates|Bryan_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bryan_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bryan_Oklahoma_UnitedStates.Male_Total_Population.data|Bryan_Oklahoma_UnitedStates.Male_Total_Population.missing|Bryan_Oklahoma_UnitedStates.Female_Total_Population.data|Bryan_Oklahoma_UnitedStates.Female_Total_Population.missing|Bryan_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|Bryan_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|8477.0|0|23069.0|0|24123.0|0|11054.0|0
