|dates|Linn_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Linn_Iowa_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Linn_Iowa_UnitedStates.Male_Total_Population.data|Linn_Iowa_UnitedStates.Male_Total_Population.missing|Linn_Iowa_UnitedStates.Female_Total_Population.data|Linn_Iowa_UnitedStates.Female_Total_Population.missing|Linn_Iowa_UnitedStates.MaleAndFemale_Under18_Population.data|Linn_Iowa_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|35702.0|0|111266.0|0|114643.0|0|52510.0|0
