|dates|RogerMills_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.data|RogerMills_Oklahoma_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|RogerMills_Oklahoma_UnitedStates.Male_Total_Population.data|RogerMills_Oklahoma_UnitedStates.Male_Total_Population.missing|RogerMills_Oklahoma_UnitedStates.Female_Total_Population.data|RogerMills_Oklahoma_UnitedStates.Female_Total_Population.missing|RogerMills_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.data|RogerMills_Oklahoma_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|760.0|0|1817.0|0|1839.0|0|922.0|0
