|dates|Pope_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pope_Illinois_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pope_Illinois_UnitedStates.Male_Total_Population.data|Pope_Illinois_UnitedStates.Male_Total_Population.missing|Pope_Illinois_UnitedStates.Female_Total_Population.data|Pope_Illinois_UnitedStates.Female_Total_Population.missing|Pope_Illinois_UnitedStates.MaleAndFemale_Under18_Population.data|Pope_Illinois_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1178.0|0|2178.0|0|2034.0|0|511.0|0
