|dates|Alamosa_Colorado_UnitedStates.BLS_EmployedPopulation.data|Alamosa_Colorado_UnitedStates.BLS_EmployedPopulation.missing|Alamosa_Colorado_UnitedStates.BLS_UnemployedPopulation.data|Alamosa_Colorado_UnitedStates.BLS_UnemployedPopulation.missing|Alamosa_Colorado_UnitedStates.BLS_UnemploymentRate.data|Alamosa_Colorado_UnitedStates.BLS_UnemploymentRate.missing|Alamosa_Colorado_UnitedStates.BLS_LaborForcePopulation.data|Alamosa_Colorado_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-02|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-03|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-04|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-05|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-06|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-07|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-08|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-09|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-10|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-11|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-12|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-13|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-14|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-15|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-16|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-17|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-18|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-19|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-20|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-21|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-22|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-23|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-24|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-25|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-26|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-27|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-28|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-29|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-30|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-01-31|8011.0|0|327.5|0|3.9275649097559513|0|8338.5|0
0|2020-02-01|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-02|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-03|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-04|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-05|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-06|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-07|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-08|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-09|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-10|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-11|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-12|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-13|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-14|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-15|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-16|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-17|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-18|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
0|2020-02-19|8134.0|0|348.5|0|4.108458591217212|0|8482.5|0
