|dates|Grimes_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Grimes_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Grimes_Texas_UnitedStates.Male_Total_Population.data|Grimes_Texas_UnitedStates.Male_Total_Population.missing|Grimes_Texas_UnitedStates.Female_Total_Population.data|Grimes_Texas_UnitedStates.Female_Total_Population.missing|Grimes_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Grimes_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4929.0|0|15432.0|0|12928.0|0|6371.0|0
