|dates|Mason_Texas_UnitedStates.AveragePrecipitationTotal.data|Mason_Texas_UnitedStates.AveragePrecipitationTotal.missing|Mason_Texas_UnitedStates.AveragePrecipitation.data|Mason_Texas_UnitedStates.AveragePrecipitation.missing|Mason_Texas_UnitedStates.AverageWindDirection.data|Mason_Texas_UnitedStates.AverageWindDirection.missing|Mason_Texas_UnitedStates.AverageWindSpeed.data|Mason_Texas_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.0|0|0.0|0|140.57291666666666|0|5.53125|0
