|dates|Delaware_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Delaware_Pennsylvania_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Delaware_Pennsylvania_UnitedStates.Male_Total_Population.data|Delaware_Pennsylvania_UnitedStates.Male_Total_Population.missing|Delaware_Pennsylvania_UnitedStates.Female_Total_Population.data|Delaware_Pennsylvania_UnitedStates.Female_Total_Population.missing|Delaware_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.data|Delaware_Pennsylvania_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|92607.0|0|271816.0|0|292935.0|0|123908.0|0
