|dates|Cumberland_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Cumberland_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Cumberland_Kentucky_UnitedStates.AveragePrecipitation.data|Cumberland_Kentucky_UnitedStates.AveragePrecipitation.missing|Cumberland_Kentucky_UnitedStates.AverageWindDirection.data|Cumberland_Kentucky_UnitedStates.AverageWindDirection.missing|Cumberland_Kentucky_UnitedStates.AverageWindSpeed.data|Cumberland_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2020-01-01|0.0|0|0.0|0|184.58333333333334|0|10.75|0
0|2020-01-02|0.0|0|0.0|0|75.06944444444444|0|7.131944444444444|0
0|2020-01-03|0.0|0|0.0|0|150.5902777777778|0|9.750000000000002|0
0|2020-01-04|0.0|0|0.0|0|287.3819444444444|0|14.052777777777779|0
0|2020-01-05|0.0|0|0.0|0|242.91666666666666|0|12.590277777777777|0
0|2020-01-06|0.0|0|0.0|0|139.16666666666666|0|7.0|0
0|2020-01-07|0.0|0|0.0|0|256.3194444444444|0|12.75|0
0|2020-01-08|0.0|0|0.0|0|201.45833333333334|0|10.958333333333334|0
0|2020-01-09|0.0|0|0.0|0|131.04166666666666|0|8.25|0
0|2020-01-10|0.0|0|0.0|0|131.04166666666666|0|10.791666666666666|0
0|2020-01-11|0.0|0|0.0|0|170.45833333333334|0|17.6|0
0|2020-01-12|0.0|0|0.0|0|112.45833333333336|0|8.701388888888891|0
0|2020-01-13|0.0|0|0.0|0|163.95833333333334|0|7.402777777777778|0
0|2020-01-14|0.0|0|0.0|0|202.77777777777774|0|9.73611111111111|0
0|2020-01-15|0.0|0|0.0|0|190.3125|0|10.447916666666666|0
0|2020-01-16|0.0|0|0.0|0|211.66666666666666|0|12.729166666666666|0
0|2020-01-17|0.0|0|0.0|0|93.33333333333333|0|5.666666666666667|0
0|2020-01-18|0.0|0|0.0|0|209.375|0|15.333333333333334|0
0|2020-01-19|0.0|0|0.0|0|260.55555555555554|0|13.875|0
0|2020-01-20|0.0|0|0.0|0|125.55555555555556|0|13.298611111111109|0
0|2020-01-21|0.0|0|0.0|0|133.125|0|10.010416666666666|0
0|2020-01-22|0.0|0|0.0|0|88.125|0|6.645833333333333|0
0|2020-01-23|0.0|0|0.0|0|88.33333333333333|0|6.5|0
0|2020-01-24|0.0|0|0.0|0|163.0972222222222|0|11.041666666666666|0
0|2020-01-25|0.0|0|0.0|0|256.1458333333333|0|16.631944444444443|0
0|2020-01-26|0.0|0|0.0|0|121.45833333333333|0|7.3125|0
0|2020-01-27|0.0|0|0.0|0|245.1388888888889|0|8.527777777777777|0
0|2020-01-28|0.0|0|0.0|0|131.35416666666666|0|7.125|0
0|2020-01-29|0.0|0|0.0|0|199.6875|0|8.447916666666666|0
0|2020-01-30|0.0|0|0.0|0|146.30555555555557|0|8.3125|0
0|2020-01-31|0.0|0|0.0|0|175.9375|0|7.458333333333333|0
0|2020-02-01|0.0|0|0.0|0|255.2777777777778|0|11.466666666666667|0
0|2020-02-02|0.0|0|0.0|0|232.91666666666666|0|15.604166666666666|0
0|2020-02-03|0.0|0|0.0|0|190.41666666666666|0|14.75|0
0|2020-02-04|0.0|0|0.0|0|150.14384920634922|0|10.46577380952381|0
0|2020-02-05|0.0|0|0.0|0|133.125|0|8.777777777777777|0
0|2020-02-06|0.0|0|0.0|0|272.6458333333333|0|9.680555555555557|0
0|2020-02-07|0.0|0|0.0|0|206.2757936507937|0|12.35079365079365|0
0|2020-02-08|0.0|0|0.0|0|169.58333333333334|0|9.083333333333334|0
0|2020-02-09|0.0|0|0.0|0|103.33333333333333|0|8.833333333333334|0
0|2020-02-10|0.0|0|0.0|0|96.7063492063492|0|7.131944444444444|0
0|2020-02-11|0.0|0|0.0|0|155.58333333333334|0|10.727083333333333|0
0|2020-02-12|0.0|0|0.0|0|163.98611111111111|0|7.500694444444445|0
0|2020-02-13|0.0|0|0.0|0|301.52777777777777|0|12.520833333333334|0
0|2020-02-14|0.0|0|0.0|0|188.85416666666666|0|9.909722222222221|0
0|2020-02-15|0.0|0|0.0|0|119.58333333333333|0|6.916666666666667|0
0|2020-02-16|0.0|0|0.0|0|127.08333333333333|0|7.833333333333333|0
0|2020-02-17|0.0|0|0.0|0|131.66666666666666|0|7.291666666666667|0
0|2020-02-18|0.0|0|0.0|0|83.36805555555556|0|11.493055555555555|0
0|2020-02-19|0.0|0|0.0|0|186.45833333333334|0|14.263888888888888|0
0|2020-02-20|0.0|0|0.0|0|100.3125|0|15.75|0
0|2020-02-21|0.0|0|0.0|0|122.08333333333333|0|11.333333333333334|0
0|2020-02-22|0.0|0|0.0|0|144.58333333333334|0|6.625|0
0|2020-02-23|0.0|0|0.0|0|201.04166666666666|0|11.395833333333334|0
0|2020-02-24|0.0|0|0.0|0|96.80555555555554|0|8.5|0
0|2020-02-25|0.0|0|0.0|0|211.31944444444446|0|12.944444444444445|0
0|2020-02-26|0.0|0|0.0|0|270.8680555555556|0|15.645833333333336|0
0|2020-02-27|0.0|0|0.0|0|237.39583333333334|0|12.059027777777777|0
0|2020-02-28|0.0|0|0.0|0|270.4930555555556|0|13.85|0
0|2020-02-29|0.0|0|0.0|0|220.41666666666666|0|9.930555555555555|0
0|2020-03-01|0.0|0|0.0|0|168.33333333333334|0|11.208333333333334|0
0|2020-03-02|0.0|0|0.0|0|114.16666666666667|0|9.354166666666666|0
0|2020-03-03|0.0|0|0.0|0|181.90277777777774|0|13.802777777777777|0
0|2020-03-04|0.0|0|0.0|0|208.54166666666666|0|10.625|0
0|2020-03-05|0.0|0|0.0|0|252.84722222222226|0|11.194444444444443|0
0|2020-03-06|0.0|0|0.0|0|285.4166666666667|0|15.75|0
0|2020-03-07|0.0|0|0.0|0|113.6111111111111|0|9.86111111111111|0
0|2020-03-08|0.0|0|0.0|0|123.75|0|8.729166666666666|0
0|2020-03-09|0.0|0|0.0|0|114.58333333333333|0|8.833333333333334|0
0|2020-03-10|0.0|0|0.0|0|221.66666666666666|0|10.635416666666666|0
0|2020-03-11|0.0|0|0.0|0|208.95833333333334|0|7.291666666666667|0
0|2020-03-12|0.0|0|0.0|0|123.9236111111111|0|8.270833333333334|0
0|2020-03-13|0.0|0|0.0|0|238.33333333333334|0|13.465277777777777|0
0|2020-03-14|0.0|0|0.0|0|131.21527777777777|0|8.072916666666666|0
0|2020-03-15|0.0|0|0.0|0|140.9375|0|12.677083333333334|0
0|2020-03-16|0.0|0|0.0|0|168.2222222222222|0|7.212500000000001|0
0|2020-03-17|0.0|0|0.0|0|151.81944444444446|0|8.297222222222222|0
0|2020-03-18|0.0|0|0.0|0|88.54166666666667|0|7.6319444444444455|0
0|2020-03-19|0.0|0|0.0|0|131.5902777777778|0|11.6625|0
0|2020-03-20|0.0|0|0.0|0|234.47916666666666|0|14.864583333333334|0
0|2020-03-21|0.0|0|0.0|0|129.79166666666666|0|13.180555555555555|0
0|2020-03-22|0.0|0|0.0|0|140.20833333333334|0|7.916666666666667|0
0|2020-03-23|0.0|0|0.0|0|149.31746031746033|0|6.631845238095238|0
0|2020-03-24|0.0|0|0.0|0|144.65277777777774|0|8.111111111111112|0
0|2020-03-25|0.0|0|0.0|0|109.54861111111113|0|10.40625|0
0|2020-03-26|0.0|0|0.0|0|182.08333333333334|0|9.875|0
0|2020-03-27|0.0|0|0.0|0|232.08333333333334|0|13.854166666666666|0
0|2020-03-28|0.0|0|0.0|0|174.79166666666666|0|12.083333333333334|0
