|dates|Hart_Kentucky_UnitedStates.AveragePrecipitationTotal.data|Hart_Kentucky_UnitedStates.AveragePrecipitationTotal.missing|Hart_Kentucky_UnitedStates.AveragePrecipitation.data|Hart_Kentucky_UnitedStates.AveragePrecipitation.missing|Hart_Kentucky_UnitedStates.AverageWindDirection.data|Hart_Kentucky_UnitedStates.AverageWindDirection.missing|Hart_Kentucky_UnitedStates.AverageWindSpeed.data|Hart_Kentucky_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.009156626506024097|13|0.003373493975903615|13|268.4791666666667|0|6.083333333333333|0
