|dates|Boyd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boyd_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boyd_Kentucky_UnitedStates.Male_Total_Population.data|Boyd_Kentucky_UnitedStates.Male_Total_Population.missing|Boyd_Kentucky_UnitedStates.Female_Total_Population.data|Boyd_Kentucky_UnitedStates.Female_Total_Population.missing|Boyd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Boyd_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|9221.0|0|23510.0|0|23730.0|0|10048.0|0
