|dates|Hancock_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Hancock_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Hancock_Kentucky_UnitedStates.Male_Total_Population.data|Hancock_Kentucky_UnitedStates.Male_Total_Population.missing|Hancock_Kentucky_UnitedStates.Female_Total_Population.data|Hancock_Kentucky_UnitedStates.Female_Total_Population.missing|Hancock_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Hancock_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1486.0|0|4494.0|0|4264.0|0|2238.0|0
