|dates|WallaWalla_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.data|WallaWalla_Washington_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|WallaWalla_Washington_UnitedStates.Male_Total_Population.data|WallaWalla_Washington_UnitedStates.Male_Total_Population.missing|WallaWalla_Washington_UnitedStates.Female_Total_Population.data|WallaWalla_Washington_UnitedStates.Female_Total_Population.missing|WallaWalla_Washington_UnitedStates.MaleAndFemale_Under18_Population.data|WallaWalla_Washington_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|10998.0|0|31138.0|0|29784.0|0|12779.0|0
