|dates|Bolivar_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Bolivar_Mississippi_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Bolivar_Mississippi_UnitedStates.Male_Total_Population.data|Bolivar_Mississippi_UnitedStates.Male_Total_Population.missing|Bolivar_Mississippi_UnitedStates.Female_Total_Population.data|Bolivar_Mississippi_UnitedStates.Female_Total_Population.missing|Bolivar_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.data|Bolivar_Mississippi_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|4951.0|0|14557.0|0|16776.0|0|7611.0|0
