|dates|BristolBay_Alaska_UnitedStates.JHU_ConfirmedCases.data|BristolBay_Alaska_UnitedStates.JHU_ConfirmedCases.missing|BristolBay_Alaska_UnitedStates.NYT_ConfirmedCases.data|BristolBay_Alaska_UnitedStates.NYT_ConfirmedCases.missing|BristolBay_Alaska_UnitedStates.JHU_ConfirmedDeaths.data|BristolBay_Alaska_UnitedStates.JHU_ConfirmedDeaths.missing|BristolBay_Alaska_UnitedStates.JHU_ConfirmedRecoveries.data|BristolBay_Alaska_UnitedStates.JHU_ConfirmedRecoveries.missing
0|2021-10-16|0.0|0|0.0|100|0.0|0|0.0|100
