|dates|Pasco_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Pasco_Florida_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Pasco_Florida_UnitedStates.Male_Total_Population.data|Pasco_Florida_UnitedStates.Male_Total_Population.missing|Pasco_Florida_UnitedStates.Female_Total_Population.data|Pasco_Florida_UnitedStates.Female_Total_Population.missing|Pasco_Florida_UnitedStates.MaleAndFemale_Under18_Population.data|Pasco_Florida_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|122105.0|0|262406.0|0|277224.0|0|109651.0|0
