|dates|York_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|York_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|York_SouthCarolina_UnitedStates.Male_Total_Population.data|York_SouthCarolina_UnitedStates.Male_Total_Population.missing|York_SouthCarolina_UnitedStates.Female_Total_Population.data|York_SouthCarolina_UnitedStates.Female_Total_Population.missing|York_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|York_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|39236.0|0|132238.0|0|141880.0|0|66495.0|0
