|dates|Chemung_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Chemung_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Chemung_NewYork_UnitedStates.Male_Total_Population.data|Chemung_NewYork_UnitedStates.Male_Total_Population.missing|Chemung_NewYork_UnitedStates.Female_Total_Population.data|Chemung_NewYork_UnitedStates.Female_Total_Population.missing|Chemung_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Chemung_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|15975.0|0|41850.0|0|42404.0|0|18029.0|0
