|dates|Randolph_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Randolph_NorthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Randolph_NorthCarolina_UnitedStates.Male_Total_Population.data|Randolph_NorthCarolina_UnitedStates.Male_Total_Population.missing|Randolph_NorthCarolina_UnitedStates.Female_Total_Population.data|Randolph_NorthCarolina_UnitedStates.Female_Total_Population.missing|Randolph_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Randolph_NorthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|25440.0|0|70703.0|0|72648.0|0|32263.0|0
