|dates|Trumbull_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Trumbull_Ohio_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Trumbull_Ohio_UnitedStates.Male_Total_Population.data|Trumbull_Ohio_UnitedStates.Male_Total_Population.missing|Trumbull_Ohio_UnitedStates.Female_Total_Population.data|Trumbull_Ohio_UnitedStates.Female_Total_Population.missing|Trumbull_Ohio_UnitedStates.MaleAndFemale_Under18_Population.data|Trumbull_Ohio_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|42931.0|0|96722.0|0|101905.0|0|40788.0|0
