|dates|Sedgwick_Kansas_UnitedStates.BLS_EmployedPopulation.data|Sedgwick_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Sedgwick_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Sedgwick_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Sedgwick_Kansas_UnitedStates.BLS_UnemploymentRate.data|Sedgwick_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Sedgwick_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Sedgwick_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2020-01-01|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-02|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-03|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-04|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-05|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-06|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-07|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-08|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-09|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-10|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-11|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-12|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-13|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-14|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-15|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-16|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-17|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-18|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-19|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-20|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-21|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-22|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-23|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-24|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-25|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-26|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-27|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-28|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-29|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-30|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-01-31|245173.5|0|9541.5|0|3.7459513573994463|0|254715.0|0
0|2020-02-01|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-02|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-03|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-04|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-05|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-06|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-07|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-08|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-09|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-10|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-11|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-12|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-13|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-14|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-15|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-16|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-17|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-18|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-19|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-20|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-21|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-22|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-23|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-24|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-25|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-26|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-27|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-28|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-02-29|247003.0|0|10118.0|0|3.935112262320075|0|257121.0|0
0|2020-03-01|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-02|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-03|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-04|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-05|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-06|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-07|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-08|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-09|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-10|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-11|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-12|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-13|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-14|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-15|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-16|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-17|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-18|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-19|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-20|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-21|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-22|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-23|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-24|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-25|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-26|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-27|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-28|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-29|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-30|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-03-31|245197.0|0|9388.5|0|3.6877591221809567|0|254585.5|0
0|2020-04-01|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-02|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-03|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-04|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-05|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-06|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-07|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-08|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-09|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-10|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-11|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-12|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-13|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-14|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-15|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-16|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-17|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-18|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-19|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-20|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-21|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-22|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-23|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-24|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-25|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-26|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-27|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-28|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-29|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-04-30|215889.5|0|51786.5|0|19.346710201885863|0|267676.0|0
0|2020-05-01|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-02|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-03|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-04|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-05|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-06|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-07|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-08|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-09|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-10|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-11|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-12|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-13|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-14|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-15|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-16|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-17|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-18|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-19|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-20|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-21|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-22|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-23|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-24|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-25|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-26|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-27|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-28|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
0|2020-05-29|222259.0|0|36854.0|0|14.223138167517646|0|259113.0|0
