|dates|Rockland_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Rockland_NewYork_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Rockland_NewYork_UnitedStates.Male_Total_Population.data|Rockland_NewYork_UnitedStates.Male_Total_Population.missing|Rockland_NewYork_UnitedStates.Female_Total_Population.data|Rockland_NewYork_UnitedStates.Female_Total_Population.missing|Rockland_NewYork_UnitedStates.MaleAndFemale_Under18_Population.data|Rockland_NewYork_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|51107.0|0|159777.0|0|165918.0|0|91712.0|0
