|dates|Coffey_Kansas_UnitedStates.BLS_EmployedPopulation.data|Coffey_Kansas_UnitedStates.BLS_EmployedPopulation.missing|Coffey_Kansas_UnitedStates.BLS_UnemployedPopulation.data|Coffey_Kansas_UnitedStates.BLS_UnemployedPopulation.missing|Coffey_Kansas_UnitedStates.BLS_UnemploymentRate.data|Coffey_Kansas_UnitedStates.BLS_UnemploymentRate.missing|Coffey_Kansas_UnitedStates.BLS_LaborForcePopulation.data|Coffey_Kansas_UnitedStates.BLS_LaborForcePopulation.missing
0|2021-10-16|3854.0|0|139.0|0|3.481091910843977|0|3993.0|0
