|dates|Greenlee_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Greenlee_Arizona_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Greenlee_Arizona_UnitedStates.Male_Total_Population.data|Greenlee_Arizona_UnitedStates.Male_Total_Population.missing|Greenlee_Arizona_UnitedStates.Female_Total_Population.data|Greenlee_Arizona_UnitedStates.Female_Total_Population.missing|Greenlee_Arizona_UnitedStates.MaleAndFemale_Under18_Population.data|Greenlee_Arizona_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|1248.0|0|4871.0|0|4612.0|0|2590.0|0
