|dates|Eagle_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Eagle_Colorado_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Eagle_Colorado_UnitedStates.Male_Total_Population.data|Eagle_Colorado_UnitedStates.Male_Total_Population.missing|Eagle_Colorado_UnitedStates.Female_Total_Population.data|Eagle_Colorado_UnitedStates.Female_Total_Population.missing|Eagle_Colorado_UnitedStates.MaleAndFemale_Under18_Population.data|Eagle_Colorado_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|6356.0|0|29160.0|0|25833.0|0|11988.0|0
