|dates|Smith_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Smith_Tennessee_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Smith_Tennessee_UnitedStates.Male_Total_Population.data|Smith_Tennessee_UnitedStates.Male_Total_Population.missing|Smith_Tennessee_UnitedStates.Female_Total_Population.data|Smith_Tennessee_UnitedStates.Female_Total_Population.missing|Smith_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.data|Smith_Tennessee_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3385.0|0|9921.0|0|10021.0|0|4523.0|0
