|dates|Mono_California_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Mono_California_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Mono_California_UnitedStates.Male_Total_Population.data|Mono_California_UnitedStates.Male_Total_Population.missing|Mono_California_UnitedStates.Female_Total_Population.data|Mono_California_UnitedStates.Female_Total_Population.missing|Mono_California_UnitedStates.MaleAndFemale_Under18_Population.data|Mono_California_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|2253.0|0|7571.0|0|6679.0|0|2608.0|0
