|dates|Boyle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Boyle_Kentucky_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Boyle_Kentucky_UnitedStates.Male_Total_Population.data|Boyle_Kentucky_UnitedStates.Male_Total_Population.missing|Boyle_Kentucky_UnitedStates.Female_Total_Population.data|Boyle_Kentucky_UnitedStates.Female_Total_Population.missing|Boyle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.data|Boyle_Kentucky_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5757.0|0|14993.0|0|15107.0|0|6015.0|0
