|dates|Cooke_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Cooke_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Cooke_Texas_UnitedStates.Male_Total_Population.data|Cooke_Texas_UnitedStates.Male_Total_Population.missing|Cooke_Texas_UnitedStates.Female_Total_Population.data|Cooke_Texas_UnitedStates.Female_Total_Population.missing|Cooke_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Cooke_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|7520.0|0|20262.0|0|20312.0|0|9686.0|0
