|dates|Calhoun_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Calhoun_SouthCarolina_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Calhoun_SouthCarolina_UnitedStates.Male_Total_Population.data|Calhoun_SouthCarolina_UnitedStates.Male_Total_Population.missing|Calhoun_SouthCarolina_UnitedStates.Female_Total_Population.data|Calhoun_SouthCarolina_UnitedStates.Female_Total_Population.missing|Calhoun_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.data|Calhoun_SouthCarolina_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|3378.0|0|6943.0|0|7577.0|0|2734.0|0
