|dates|Austin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.data|Austin_Texas_UnitedStates.MaleAndFemale_AtLeast65_Population.missing|Austin_Texas_UnitedStates.Male_Total_Population.data|Austin_Texas_UnitedStates.Male_Total_Population.missing|Austin_Texas_UnitedStates.Female_Total_Population.data|Austin_Texas_UnitedStates.Female_Total_Population.missing|Austin_Texas_UnitedStates.MaleAndFemale_Under18_Population.data|Austin_Texas_UnitedStates.MaleAndFemale_Under18_Population.missing
0|2021-10-16|5699.0|0|14954.0|0|15035.0|0|7129.0|0
