|dates|Putnam_Indiana_UnitedStates.AveragePrecipitationTotal.data|Putnam_Indiana_UnitedStates.AveragePrecipitationTotal.missing|Putnam_Indiana_UnitedStates.AveragePrecipitation.data|Putnam_Indiana_UnitedStates.AveragePrecipitation.missing|Putnam_Indiana_UnitedStates.AverageWindDirection.data|Putnam_Indiana_UnitedStates.AverageWindDirection.missing|Putnam_Indiana_UnitedStates.AverageWindSpeed.data|Putnam_Indiana_UnitedStates.AverageWindSpeed.missing
0|2021-10-16|0.015454545454545455|8|0.003181818181818182|8|288.0416666666667|0|13.5|0
